"","mp.description","MGI.ID","MP.ID","MP.Term","TS28.mutant.expression.detected","mp.top.term.x","hp.top.term","HPO.superclass.description","mp.top.term.y"
"887","nervous system phenotype","MGI:1347474","MP:0011057","absent brain ependyma motile cilia","No","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"888","nervous system phenotype","MGI:95275","MP:0012468","decreased striatum area","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"889","nervous system phenotype","MGI:88145","MP:0020083","decreased hippocampus volume","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"890","nervous system phenotype","MGI:95835","MP:0000784","forebrain hypoplasia","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"891","nervous system phenotype","MGI:1927753","MP:0000914","exencephaly","No","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"892","nervous system phenotype","MGI:95729","MP:0000930","wavy neural tube","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"893","nervous system phenotype","MGI:104654","MP:0012490","abnormal cochlear VIII nucleus morphology","No","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"894","nervous system phenotype","MGI:1347476","MP:0003400","kinked neural tube","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"895","nervous system phenotype","MGI:95729","MP:0002151","abnormal neural tube morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"896","nervous system phenotype","MGI:109482","MP:0000852","small cerebellum","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"897","nervous system phenotype","MGI:95663","MP:0002152","abnormal brain morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"898","nervous system phenotype","MGI:88121","MP:0000837","abnormal hypothalamus morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"899","nervous system phenotype","MGI:95275","MP:0004077","abnormal striatum morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"900","nervous system phenotype","MGI:95275","MP:0004277","abnormal lateral ganglionic eminence morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"901","nervous system phenotype","MGI:96067","MP:0002152","abnormal brain morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"902","nervous system phenotype","MGI:96174","MP:0000933","abnormal rhombomere morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"903","nervous system phenotype","MGI:95388","MP:0000788","abnormal cerebral cortex morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"904","nervous system phenotype","MGI:95835","MP:0000849","abnormal cerebellum morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"905","nervous system phenotype","MGI:2443963","MP:0004101","abnormal brain interneuron morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"906","nervous system phenotype","MGI:95294","MP:0006254","thin cerebral cortex","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"907","nervous system phenotype","MGI:109482","MP:0000849","abnormal cerebellum morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"908","nervous system phenotype","MGI:109482","MP:0000851","cerebellum hypoplasia","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"909","nervous system phenotype","MGI:104565","MP:0000635","pituitary gland hyperplasia","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"910","nervous system phenotype","MGI:95566","MP:0002151","abnormal neural tube morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"911","nervous system phenotype","MGI:109482","MP:0014185","cerebellum atrophy","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"912","nervous system phenotype","MGI:96067","MP:0000914","exencephaly","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"913","nervous system phenotype","MGI:99578","MP:0012468","decreased striatum area","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"914","nervous system phenotype","MGI:1289263","MP:0011380","enlarged brain ventricles","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"915","nervous system phenotype","MGI:95602","MP:0009940","abnormal hippocampus pyramidal cell morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"916","nervous system phenotype","MGI:95621","MP:0009939","abnormal hippocampus neuron morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"917","nervous system phenotype","MGI:104853","MP:0002151","abnormal neural tube morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"918","nervous system phenotype","MGI:1347476","MP:0000926","absent floor plate","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"919","nervous system phenotype","MGI:1347476","MP:0002151","abnormal neural tube morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"920","nervous system phenotype","MGI:96182","MP:0012796","abnormal rhombomere 4 morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"921","nervous system phenotype","MGI:95296","MP:0001082","abnormal geniculate ganglion morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"922","nervous system phenotype","MGI:96217","MP:0002152","abnormal brain morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"923","nervous system phenotype","MGI:95296","MP:0012805","decreased rhombomere 6 size","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"924","nervous system phenotype","MGI:104565","MP:0000636","enlarged pituitary gland","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"925","nervous system phenotype","MGI:1097716","MP:0004077","abnormal striatum morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"926","nervous system phenotype","MGI:104565","MP:0008939","increased pituitary gland weight","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"927","nervous system phenotype","MGI:1277959","MP:0009940","abnormal hippocampus pyramidal cell morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"928","nervous system phenotype","MGI:107444","MP:0000771","abnormal brain size","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"929","nervous system phenotype","MGI:95729","MP:0000823","abnormal lateral ventricle morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"930","nervous system phenotype","MGI:2444748","MP:0000787","abnormal telencephalon morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"931","nervous system phenotype","MGI:104853","MP:0003400","kinked neural tube","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"932","nervous system phenotype","MGI:95294","MP:0000852","small cerebellum","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"933","nervous system phenotype","MGI:1097716","MP:0000819","abnormal olfactory bulb morphology","No","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"934","nervous system phenotype","MGI:1347464","MP:0012559","decreased forebrain volume","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"935","nervous system phenotype","MGI:95294","MP:0000788","abnormal cerebral cortex morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"936","nervous system phenotype","MGI:1097716","MP:0002741","small olfactory bulb","No","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"937","nervous system phenotype","MGI:96435","MP:0005238","increased brain size","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"938","nervous system phenotype","MGI:2443963","MP:0002152","abnormal brain morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"939","nervous system phenotype","MGI:96067","MP:0000774","decreased brain size","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"940","nervous system phenotype","MGI:95813","MP:0000875","abnormal cerebellar Purkinje cell layer","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"941","nervous system phenotype","MGI:95296","MP:0001092","abnormal trigeminal ganglion morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"942","nervous system phenotype","MGI:88252","MP:0000914","exencephaly","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"943","nervous system phenotype","MGI:88276","MP:0005238","increased brain size","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"944","nervous system phenotype","MGI:95602","MP:0009970","increased hippocampus pyramidal cell number","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"945","nervous system phenotype","MGI:88253","MP:0000849","abnormal cerebellum morphology","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"946","nervous system phenotype","MGI:1861457","MP:0000914","exencephaly","Yes","MP:0003631","HP:0000707","Abnormality of the nervous system","MP:0003631"
"947","pigmentation phenotype","MGI:95523","MP:0011627","decreased skin pigmentation","Yes","MP:0001186","HP:0001574","Abnormality of the integument","MP:0001186"
"948","pigmentation phenotype","MGI:102563","MP:0005102","abnormal iris pigmentation","Yes","MP:0001186","HP:0001574","Abnormality of the integument","MP:0001186"
"949","pigmentation phenotype","MGI:104627","MP:0002095","abnormal skin pigmentation","Yes","MP:0001186","HP:0001574","Abnormality of the integument","MP:0001186"
"950","pigmentation phenotype","MGI:1195272","MP:0004381","abnormal hair follicle melanocyte morphology","Yes","MP:0001186","HP:0001574","Abnormality of the integument","MP:0001186"
"951","pigmentation phenotype","MGI:1931001","MP:0002095","abnormal skin pigmentation","No","MP:0001186","HP:0001574","Abnormality of the integument","MP:0001186"
"952","pigmentation phenotype","MGI:87853","MP:0002095","abnormal skin pigmentation","Yes","MP:0001186","HP:0001574","Abnormality of the integument","MP:0001186"
"953","pigmentation phenotype","MGI:95655","MP:0005201","abnormal retinal pigment epithelium morphology","No","MP:0001186","HP:0001574","Abnormality of the integument","MP:0001186"
"954","renal/urinary system phenotype","MGI:109442","MP:0002989","small kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"955","renal/urinary system phenotype","MGI:109442","MP:0002135","abnormal kidney morphology","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"956","renal/urinary system phenotype","MGI:2177632","MP:0003917","increased kidney weight","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"957","renal/urinary system phenotype","MGI:109442","MP:0000520","absent kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"958","renal/urinary system phenotype","MGI:2670972","MP:0000520","absent kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"959","renal/urinary system phenotype","MGI:1347463","MP:0002989","small kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"960","renal/urinary system phenotype","MGI:98715","MP:0003068","enlarged kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"961","renal/urinary system phenotype","MGI:87964","MP:0002135","abnormal kidney morphology","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"962","renal/urinary system phenotype","MGI:1921303","MP:0003604","single kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"963","renal/urinary system phenotype","MGI:95388","MP:0002989","small kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"964","renal/urinary system phenotype","MGI:1921303","MP:0003675","kidney cysts","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"965","renal/urinary system phenotype","MGI:2442184","MP:0003675","kidney cysts","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"966","renal/urinary system phenotype","MGI:96435","MP:0003068","enlarged kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"967","renal/urinary system phenotype","MGI:1338027","MP:0011364","abnormal metanephros morphology","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"968","renal/urinary system phenotype","MGI:2385368","MP:0000520","absent kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"969","renal/urinary system phenotype","MGI:98715","MP:0008528","polycystic kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"970","renal/urinary system phenotype","MGI:1933388","MP:0003675","kidney cysts","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"971","renal/urinary system phenotype","MGI:2177632","MP:0008528","polycystic kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"972","renal/urinary system phenotype","MGI:87964","MP:0002136","abnormal kidney physiology","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"973","renal/urinary system phenotype","MGI:1890081","MP:0001859","kidney inflammation","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"974","renal/urinary system phenotype","MGI:2670972","MP:0002135","abnormal kidney morphology","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"975","renal/urinary system phenotype","MGI:1338027","MP:0000520","absent kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"976","renal/urinary system phenotype","MGI:1933388","MP:0003068","enlarged kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"977","renal/urinary system phenotype","MGI:1921303","MP:0000520","absent kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"978","renal/urinary system phenotype","MGI:1338027","MP:0002989","small kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"979","renal/urinary system phenotype","MGI:1921303","MP:0008528","polycystic kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"980","renal/urinary system phenotype","MGI:107231","MP:0004860","dilated kidney collecting duct","No","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"981","renal/urinary system phenotype","MGI:1921303","MP:0002989","small kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"982","renal/urinary system phenotype","MGI:1933388","MP:0008528","polycystic kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"983","renal/urinary system phenotype","MGI:1916577","MP:0002135","abnormal kidney morphology","No","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"984","renal/urinary system phenotype","MGI:109442","MP:0003604","single kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"985","renal/urinary system phenotype","MGI:1347463","MP:0003605","fused kidneys","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"986","renal/urinary system phenotype","MGI:103302","MP:0011387","absent metanephric mesenchyme","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"987","renal/urinary system phenotype","MGI:2670972","MP:0003604","single kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"988","renal/urinary system phenotype","MGI:2385368","MP:0003604","single kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"989","renal/urinary system phenotype","MGI:98715","MP:0003675","kidney cysts","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"990","renal/urinary system phenotype","MGI:1338027","MP:0003604","single kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"991","renal/urinary system phenotype","MGI:2177632","MP:0003068","enlarged kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"992","renal/urinary system phenotype","MGI:1933388","MP:0003606","kidney failure","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"993","renal/urinary system phenotype","MGI:2385368","MP:0003675","kidney cysts","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"994","renal/urinary system phenotype","MGI:2177632","MP:0003675","kidney cysts","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"995","renal/urinary system phenotype","MGI:1096327","MP:0000520","absent kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"996","renal/urinary system phenotype","MGI:95388","MP:0000520","absent kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"997","renal/urinary system phenotype","MGI:87964","MP:0003985","renal fibrosis","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"998","renal/urinary system phenotype","MGI:2143311","MP:0003675","kidney cysts","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"999","renal/urinary system phenotype","MGI:1351351","MP:0003197","nephrocalcinosis","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"1000","renal/urinary system phenotype","MGI:2444465","MP:0000520","absent kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"1001","renal/urinary system phenotype","MGI:1336993","MP:0003917","increased kidney weight","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"1002","renal/urinary system phenotype","MGI:2385368","MP:0011364","abnormal metanephros morphology","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"1003","renal/urinary system phenotype","MGI:2385368","MP:0002989","small kidney","Yes","MP:0005367","HP:0000119","Abnormality of the genitourinary system","MP:0005367"
"1004","reproductive system phenotype","MGI:1099804","MP:0013600","testis degeneration","No","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1005","reproductive system phenotype","MGI:2384887","MP:0004852","decreased testis weight","No","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1006","reproductive system phenotype","MGI:1099804","MP:0004852","decreased testis weight","No","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1007","reproductive system phenotype","MGI:1917498","MP:0001146","abnormal testis morphology","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1008","reproductive system phenotype","MGI:95692","MP:0002016","ovary cysts","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1009","reproductive system phenotype","MGI:88064","MP:0001146","abnormal testis morphology","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1010","reproductive system phenotype","MGI:2176159","MP:0001147","small testis","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1011","reproductive system phenotype","MGI:1349421","MP:0001127","small ovary","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1012","reproductive system phenotype","MGI:95692","MP:0001127","small ovary","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1013","reproductive system phenotype","MGI:95583","MP:0002782","abnormal testes secretion","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1014","reproductive system phenotype","MGI:88139","MP:0001147","small testis","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1015","reproductive system phenotype","MGI:95583","MP:0004852","decreased testis weight","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1016","reproductive system phenotype","MGI:1099804","MP:0003205","testicular atrophy","No","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1017","reproductive system phenotype","MGI:1917498","MP:0001147","small testis","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1018","reproductive system phenotype","MGI:95692","MP:0001126","abnormal ovary morphology","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1019","reproductive system phenotype","MGI:87986","MP:0004256","abnormal maternal decidual layer morphology","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1020","reproductive system phenotype","MGI:105393","MP:0001127","small ovary","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1021","reproductive system phenotype","MGI:107430","MP:0020491","abnormal ovary topology","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1022","reproductive system phenotype","MGI:88064","MP:0003205","testicular atrophy","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1023","reproductive system phenotype","MGI:95583","MP:0004849","abnormal testis size","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1024","reproductive system phenotype","MGI:108427","MP:0001147","small testis","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1025","reproductive system phenotype","MGI:105393","MP:0004856","decreased ovary weight","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1026","reproductive system phenotype","MGI:95583","MP:0001147","small testis","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1027","reproductive system phenotype","MGI:102670","MP:0001153","small seminiferous tubules","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1028","reproductive system phenotype","MGI:2685134","MP:0001146","abnormal testis morphology","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1029","reproductive system phenotype","MGI:2685134","MP:0001147","small testis","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1030","reproductive system phenotype","MGI:88064","MP:0001147","small testis","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1031","reproductive system phenotype","MGI:1340053","MP:0004931","enlarged epididymis","No","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1032","reproductive system phenotype","MGI:88064","MP:0006262","increased testis tumor incidence","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1033","reproductive system phenotype","MGI:87986","MP:0001146","abnormal testis morphology","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1034","reproductive system phenotype","MGI:88064","MP:0004852","decreased testis weight","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1035","reproductive system phenotype","MGI:108042","MP:0004852","decreased testis weight","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1036","reproductive system phenotype","MGI:88258","MP:0004852","decreased testis weight","Yes","MP:0005389","HP:0000119","Abnormality of the genitourinary system","MP:0005389"
"1037","respiratory system phenotype","MGI:1923041","MP:0001177","atelectasis","No","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1038","respiratory system phenotype","MGI:88181","MP:0004880","lung cysts","No","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1039","respiratory system phenotype","MGI:1921405","MP:0010887","pale lung","No","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1040","respiratory system phenotype","MGI:96432","MP:0001175","abnormal lung morphology","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1041","respiratory system phenotype","MGI:1921405","MP:0003641","small lung","No","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1042","respiratory system phenotype","MGI:109177","MP:0006050","pulmonary fibrosis","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1043","respiratory system phenotype","MGI:95294","MP:0001177","atelectasis","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1044","respiratory system phenotype","MGI:95317","MP:0001958","emphysema","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1045","respiratory system phenotype","MGI:109177","MP:0001861","lung inflammation","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1046","respiratory system phenotype","MGI:96435","MP:0001175","abnormal lung morphology","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1047","respiratory system phenotype","MGI:88467","MP:0001182","lung hemorrhage","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1048","respiratory system phenotype","MGI:95523","MP:0001175","abnormal lung morphology","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1049","respiratory system phenotype","MGI:95523","MP:0003641","small lung","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1050","respiratory system phenotype","MGI:95523","MP:0001178","pulmonary hypoplasia","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1051","respiratory system phenotype","MGI:96435","MP:0004882","enlarged lung","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1052","respiratory system phenotype","MGI:1921405","MP:0001175","abnormal lung morphology","No","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1053","respiratory system phenotype","MGI:1347464","MP:0008789","abnormal olfactory epithelium morphology","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1054","respiratory system phenotype","MGI:1915720","MP:0001177","atelectasis","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1055","respiratory system phenotype","MGI:104853","MP:0006292","abnormal nasal placode morphology","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1056","respiratory system phenotype","MGI:88467","MP:0001861","lung inflammation","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1057","respiratory system phenotype","MGI:95294","MP:0002270","abnormal pulmonary alveolus morphology","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1058","respiratory system phenotype","MGI:96435","MP:0004202","pulmonary hyperplasia","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1059","respiratory system phenotype","MGI:95317","MP:0001177","atelectasis","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1060","respiratory system phenotype","MGI:96433","MP:0001177","atelectasis","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1061","respiratory system phenotype","MGI:95523","MP:0001181","absent lungs","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1062","respiratory system phenotype","MGI:107231","MP:0005631","decreased lung weight","Yes","MP:0005388","HP:0002086","Abnormality of the respiratory system","MP:0005388"
"1063","skeleton phenotype","MGI:95524","MP:0008158","increased diameter of femur","Yes","MP:0005390","HP:0000924","Abnormality of the skeletal system","MP:0005390"
"1064","skeleton phenotype","MGI:88452","MP:0008158","increased diameter of femur","Yes","MP:0005390","HP:0000924","Abnormality of the skeletal system","MP:0005390"
"1065","skeleton phenotype","MGI:88452","MP:0004351","short humerus","Yes","MP:0005390","HP:0000924","Abnormality of the skeletal system","MP:0005390"
"1066","skeleton phenotype","MGI:88452","MP:0004359","short ulna","Yes","MP:0005390","HP:0000924","Abnormality of the skeletal system","MP:0005390"
"1067","skeleton phenotype","MGI:95524","MP:0002114","abnormal axial skeleton morphology","No","MP:0005390","HP:0000924","Abnormality of the skeletal system","MP:0005390"
"1068","skeleton phenotype","MGI:96198","MP:0002114","abnormal axial skeleton morphology","Yes","MP:0005390","HP:0000924","Abnormality of the skeletal system","MP:0005390"
"1069","skeleton phenotype","MGI:95524","MP:0004371","bowed femur","Yes","MP:0005390","HP:0000924","Abnormality of the skeletal system","MP:0005390"
