Marker.Symbol	MGI.Accession.ID	Gene.ID
Slc22a29	MGI:3605624	ENSMUSG00000075044
Slc22a3	MGI:1333817	ENSMUSG00000023828
Slc22a30	MGI:2442750	ENSMUSG00000052562
Slc22a4	MGI:1353479	ENSMUSG00000020334
Slc22a5	MGI:1329012	ENSMUSG00000018900
Slc22a6	MGI:892001	ENSMUSG00000024650
Slc22a7	MGI:1859559	ENSMUSG00000067144
Slc22a8	MGI:1336187	ENSMUSG00000063796
Slc23a1	MGI:1341903	ENSMUSG00000024354
Slc23a2	MGI:1859682	ENSMUSG00000027340
Slc23a3	MGI:104516	ENSMUSG00000026205
Slc23a4	MGI:1917272	ENSMUSG00000029847
Slc24a1	MGI:2384871	ENSMUSG00000034452
Slc24a2	MGI:1923626	ENSMUSG00000037996
Slc24a3	MGI:2137513	ENSMUSG00000063873
Slc24a4	MGI:2447362	ENSMUSG00000041771
Slc24a5	MGI:2677271	ENSMUSG00000035183
Slc25a1	MGI:1345283	ENSMUSG00000003528
Slc25a10	MGI:1353497	ENSMUSG00000025792
Slc25a11	MGI:1915113	ENSMUSG00000014606
Slc25a12	MGI:1926080	ENSMUSG00000027010
Slc25a13	MGI:1354721	ENSMUSG00000015112
Slc25a14	MGI:1330823	ENSMUSG00000031105
Slc25a15	MGI:1342274	ENSMUSG00000031482
Slc25a16	MGI:1920382	ENSMUSG00000071253
Slc25a17	MGI:1342248	ENSMUSG00000022404
Slc25a18	MGI:1919053	ENSMUSG00000004902
Slc25a19	MGI:1914533	ENSMUSG00000020744
Slc25a2	MGI:2137907	ENSMUSG00000050304
Slc25a20	MGI:1928738	ENSMUSG00000032602
Slc25a21	MGI:2445059	ENSMUSG00000035472
Slc25a22	MGI:1915517	ENSMUSG00000019082
Slc25a23	MGI:1914222	ENSMUSG00000046329
Slc25a24	MGI:1917160	ENSMUSG00000040322
Slc25a25	MGI:1915913	ENSMUSG00000026819
Slc25a26	MGI:1914832	ENSMUSG00000045100
Slc25a27	MGI:1921261	ENSMUSG00000023912
Slc25a28	MGI:2180509	ENSMUSG00000040414
Slc25a29	MGI:2444911	ENSMUSG00000021265
Slc25a3	MGI:1353498	ENSMUSG00000061904
Slc25a30	MGI:1914804	ENSMUSG00000022003
Slc25a31	MGI:1920583	ENSMUSG00000069041
Slc25a32	MGI:1917156	ENSMUSG00000022299
Slc25a33	MGI:1917806	ENSMUSG00000028982
Slc25a34	MGI:2686215	ENSMUSG00000040740
Slc25a35	MGI:1919248	ENSMUSG00000018740
Slc25a36	MGI:1924909	ENSMUSG00000032449
Slc25a37	MGI:1914962	ENSMUSG00000034248
Slc25a38	MGI:2384782	ENSMUSG00000032519
Slc25a39	MGI:1196386	ENSMUSG00000018677
Slc25a4	MGI:1353495	ENSMUSG00000031633
Slc25a40	MGI:2442486	ENSMUSG00000054099
Slc25a41	MGI:2144215	ENSMUSG00000011486
Slc25a42	MGI:1920345	ENSMUSG00000002346
Slc25a43	MGI:2684854	ENSMUSG00000037636
Slc25a44	MGI:2444391	ENSMUSG00000050144
Slc25a45	MGI:2147731	ENSMUSG00000024818
Slc25a46	MGI:1914703	ENSMUSG00000024259
Slc25a47	MGI:2144766	ENSMUSG00000048856
Slc25a48	MGI:2145373	ENSMUSG00000021509
Slc25a5	MGI:1353496	ENSMUSG00000016319
Slc25a51	MGI:2684984	ENSMUSG00000045973
Slc25a53	MGI:1914312	ENSMUSG00000044348
Slc25a54	MGI:1921936	ENSMUSG00000027880
Slc26a1	MGI:2385894	ENSMUSG00000046959
Slc26a10	MGI:2143920	ENSMUSG00000040441
Slc26a11	MGI:2444589	ENSMUSG00000039908
Slc26a2	MGI:892977	ENSMUSG00000034320
Slc26a3	MGI:107181	ENSMUSG00000001225
Slc26a4	MGI:1346029	ENSMUSG00000020651
Slc26a5	MGI:1933154	ENSMUSG00000029015
Slc26a6	MGI:2159728	ENSMUSG00000023259
Slc26a7	MGI:2384791	ENSMUSG00000040569
Slc26a8	MGI:2385046	ENSMUSG00000036196
Slc26a9	MGI:2444594	ENSMUSG00000042268
Slc27a1	MGI:1347098	ENSMUSG00000031808
Slc27a2	MGI:1347099	ENSMUSG00000027359
Slc27a3	MGI:1347358	ENSMUSG00000027932
Slc27a4	MGI:1347347	ENSMUSG00000059316
Slc27a5	MGI:1347100	ENSMUSG00000030382
Slc27a6	MGI:3036230	ENSMUSG00000024600
Slc28a1	MGI:3605073	ENSMUSG00000025726
Slc28a2	MGI:1913105	ENSMUSG00000027219
Slc28a3	MGI:2137361	ENSMUSG00000021553
Slc29a1	MGI:1927073	ENSMUSG00000023942
Slc29a2	MGI:1345278	ENSMUSG00000024891
Slc29a3	MGI:1918529	ENSMUSG00000020100
Slc29a4	MGI:2385330	ENSMUSG00000050822
Slc2a1	MGI:95755	ENSMUSG00000028645
Slc2a10	MGI:2156687	ENSMUSG00000027661
Slc2a12	MGI:3052471	ENSMUSG00000037490
Slc2a13	MGI:2146030	ENSMUSG00000036298
Slc2a2	MGI:1095438	ENSMUSG00000027690
Slc2a3	MGI:95757	ENSMUSG00000003153
Slc2a4	MGI:95758	ENSMUSG00000018566
Slc2a5	MGI:1928369	ENSMUSG00000028976
Slc2a6	MGI:2443286	ENSMUSG00000036067
Slc2a7	MGI:3650865	ENSMUSG00000062064
Slc2a8	MGI:1860103	ENSMUSG00000026791
Slc2a9	MGI:2152844	ENSMUSG00000005107
Slc30a1	MGI:1345281	ENSMUSG00000037434
Slc30a10	MGI:2685058	ENSMUSG00000026614
Slc30a2	MGI:106637	ENSMUSG00000028836
Slc30a3	MGI:1345280	ENSMUSG00000029151
Slc30a4	MGI:1345282	ENSMUSG00000005802
Slc30a5	MGI:1916298	ENSMUSG00000021629
Slc30a6	MGI:2386741	ENSMUSG00000024069
Slc30a7	MGI:1913750	ENSMUSG00000054414
Slc30a8	MGI:2442682	ENSMUSG00000022315
Slc30a9	MGI:1923690	ENSMUSG00000029221
Slc31a1	MGI:1333843	ENSMUSG00000066150
Slc31a2	MGI:1333844	ENSMUSG00000066152
Slc32a1	MGI:1194488	ENSMUSG00000037771
Slc33a1	MGI:1332247	ENSMUSG00000027822
Slc34a2	MGI:1342284	ENSMUSG00000029188
Slc34a3	MGI:2159410	ENSMUSG00000006469
Slc35a1	MGI:1345622	ENSMUSG00000028293
Slc35a2	MGI:1345297	ENSMUSG00000031156
Slc35a3	MGI:1917648	ENSMUSG00000027957
Slc35a4	MGI:1915093	ENSMUSG00000033272
Slc35a5	MGI:1921352	ENSMUSG00000022664
Slc35b1	MGI:1343133	ENSMUSG00000020873
Slc35b2	MGI:1921086	ENSMUSG00000037089
Slc35b3	MGI:1913978	ENSMUSG00000021432
Slc35b4	MGI:1931249	ENSMUSG00000018999
Slc35c1	MGI:2443301	ENSMUSG00000049922
Slc35c2	MGI:2385166	ENSMUSG00000017664
Slc35d1	MGI:2140361	ENSMUSG00000028521
Slc35d2	MGI:1917734	ENSMUSG00000033114
Slc35d3	MGI:1923407	ENSMUSG00000050473
Slc35e1	MGI:2142403	ENSMUSG00000019731
Slc35e2	MGI:2444240	ENSMUSG00000042202
Slc35e3	MGI:2448489	ENSMUSG00000060181
Slc35e4	MGI:2144150	ENSMUSG00000048807
Slc35f1	MGI:2139810	ENSMUSG00000038602
Slc35f2	MGI:1919272	ENSMUSG00000042195
Slc35f3	MGI:2444426	ENSMUSG00000057060
Slc35f4	MGI:1922538	ENSMUSG00000021852
Slc35f5	MGI:1921400	ENSMUSG00000026342
Slc35f6	MGI:1922169	ENSMUSG00000029175
Slc35g1	MGI:2444789	ENSMUSG00000044026
Slc35g2	MGI:2685365	ENSMUSG00000070287
Slc35g3	MGI:1927128	ENSMUSG00000018776
Slc36a1	MGI:2445299	ENSMUSG00000020261
Slc36a2	MGI:1891430	ENSMUSG00000020264
Slc36a4	MGI:2442595	ENSMUSG00000043885
Slc37a1	MGI:2446181	ENSMUSG00000024036
Slc37a2	MGI:1929693	ENSMUSG00000032122
Slc37a3	MGI:1919394	ENSMUSG00000029924
Slc37a4	MGI:1316650	ENSMUSG00000032114
Slc38a1	MGI:2145895	ENSMUSG00000023169
Slc38a10	MGI:1919305	ENSMUSG00000061306
Slc38a11	MGI:2443383	ENSMUSG00000061171
Slc38a2	MGI:1915010	ENSMUSG00000022462
Slc38a3	MGI:1923507	ENSMUSG00000010064
Slc38a4	MGI:1916604	ENSMUSG00000022464
Slc38a5	MGI:2148066	ENSMUSG00000031170
Slc38a6	MGI:3648156	ENSMUSG00000044712
Slc38a7	MGI:2679005	ENSMUSG00000036534
Slc38a8	MGI:2685433	ENSMUSG00000034224
Slc38a9	MGI:1918839	ENSMUSG00000047789
Slc39a1	MGI:1353474	ENSMUSG00000052310
Slc39a10	MGI:1914515	ENSMUSG00000025986
Slc39a11	MGI:1917056	ENSMUSG00000041654
Slc39a12	MGI:2139274	ENSMUSG00000036949
Slc39a13	MGI:1915677	ENSMUSG00000002105
Slc39a14	MGI:2384851	ENSMUSG00000022094
Slc39a2	MGI:2684326	ENSMUSG00000072572
Slc39a3	MGI:2147269	ENSMUSG00000046822
Slc39a4	MGI:1919277	ENSMUSG00000063354
Slc39a5	MGI:1919336	ENSMUSG00000039878
Slc39a6	MGI:2147279	ENSMUSG00000024270
Slc39a7	MGI:95909	ENSMUSG00000024327
Slc39a8	MGI:1914797	ENSMUSG00000053897
Slc39a9	MGI:1914820	ENSMUSG00000048833
Slc3a1	MGI:1195264	ENSMUSG00000024131
Slc3a2	MGI:96955	ENSMUSG00000010095
Slc40a1	MGI:1315204	ENSMUSG00000025993
Slc41a1	MGI:2444823	ENSMUSG00000013275
Slc41a2	MGI:2442940	ENSMUSG00000034591
Slc41a3	MGI:1918949	ENSMUSG00000030089
Slc43a1	MGI:1931352	ENSMUSG00000027075
Slc43a2	MGI:2442746	ENSMUSG00000038178
Slc43a3	MGI:1931054	ENSMUSG00000027074
Slc44a1	MGI:2140592	ENSMUSG00000028412
Slc44a2	MGI:1915932	ENSMUSG00000057193
Slc44a3	MGI:2384860	ENSMUSG00000039865
Slc44a4	MGI:1917379	ENSMUSG00000007034
Slc44a5	MGI:3035141	ENSMUSG00000028360
Slc45a1	MGI:2653235	ENSMUSG00000039838
Slc45a2	MGI:2153040	ENSMUSG00000022243
Slc45a3	MGI:1922082	ENSMUSG00000026435
Slc45a4	MGI:2146236	ENSMUSG00000079020
Slc46a1	MGI:1098733	ENSMUSG00000020829
Slc46a2	MGI:1353616	ENSMUSG00000028386
Slc46a3	MGI:1918956	ENSMUSG00000029650
Slc47a1	MGI:1914723	ENSMUSG00000010122
Slc47a2	MGI:3588190	ENSMUSG00000069855
Slc48a1	MGI:1914989	ENSMUSG00000081534
Slc4a1	MGI:109393	ENSMUSG00000006574
Slc4a10	MGI:2150150	ENSMUSG00000026904
Slc4a11	MGI:2138987	ENSMUSG00000074796
Slc4a1ap	MGI:1196608	ENSMUSG00000029141
Slc4a2	MGI:109351	ENSMUSG00000028962
Slc4a3	MGI:109350	ENSMUSG00000006576
Slc4a4	MGI:1927555	ENSMUSG00000060961
Slc4a5	MGI:2443220	ENSMUSG00000068323
Slc4a7	MGI:2443878	ENSMUSG00000021733
Slc4a8	MGI:1928745	ENSMUSG00000023032
Slc4a9	MGI:2443384	ENSMUSG00000024485
Slc50a1	MGI:107417	ENSMUSG00000027953
Slc51a	MGI:2146634	ENSMUSG00000035699
Slc51b	MGI:3582052	ENSMUSG00000053862
Slc52a2	MGI:1289288	ENSMUSG00000022560
Slc52a3	MGI:1916948	ENSMUSG00000027463
Slc5a1	MGI:107678	ENSMUSG00000011034
Slc5a10	MGI:1926089	ENSMUSG00000042371
Slc5a11	MGI:1919316	ENSMUSG00000030769
Slc5a12	MGI:2138890	ENSMUSG00000041644
Slc5a2	MGI:2181411	ENSMUSG00000030781
Slc5a3	MGI:1858226	ENSMUSG00000089774
Slc5a4a	MGI:1927848	ENSMUSG00000020229
Slc5a4b	MGI:1890478	ENSMUSG00000020226
Slc5a5	MGI:2149330	ENSMUSG00000000792
Slc5a6	MGI:2660847	ENSMUSG00000006641
Slc5a7	MGI:1927126	ENSMUSG00000023945
Slc5a8	MGI:2384916	ENSMUSG00000020062
Slc5a9	MGI:2140201	ENSMUSG00000028544
Slc6a1	MGI:95627	ENSMUSG00000030310
Slc6a11	MGI:95630	ENSMUSG00000030307
Slc6a12	MGI:95628	ENSMUSG00000030109
Slc6a13	MGI:95629	ENSMUSG00000030108
Slc6a14	MGI:1890216	ENSMUSG00000031089
Slc6a15	MGI:2143484	ENSMUSG00000019894
Slc6a16	MGI:2685930	ENSMUSG00000094152
Slc6a17	MGI:2442535	ENSMUSG00000027894
Slc6a18	MGI:1336892	ENSMUSG00000021612
Slc6a19	MGI:1921588	ENSMUSG00000021565
Slc6a2	MGI:1270850	ENSMUSG00000055368
Slc6a20a	MGI:2143217	ENSMUSG00000036814
Slc6a20b	MGI:1336891	ENSMUSG00000025243
Slc6a3	MGI:94862	ENSMUSG00000021609
Slc6a4	MGI:96285	ENSMUSG00000020838
Slc6a5	MGI:105090	ENSMUSG00000039728
Slc6a6	MGI:98488	ENSMUSG00000030096
Slc6a7	MGI:2147363	ENSMUSG00000052026
Slc6a8	MGI:2147834	ENSMUSG00000019558
Slc6a9	MGI:95760	ENSMUSG00000028542
Slc7a1	MGI:88117	ENSMUSG00000041313
Slc7a10	MGI:1858261	ENSMUSG00000030495
Slc7a11	MGI:1347355	ENSMUSG00000027737
Slc7a14	MGI:3040688	ENSMUSG00000069072
Slc7a15	MGI:3045351	ENSMUSG00000020600
Slc7a2	MGI:99828	ENSMUSG00000031596
Slc7a3	MGI:1100521	ENSMUSG00000031297
Slc7a4	MGI:2146512	ENSMUSG00000022756
Slc7a5	MGI:1298205	ENSMUSG00000040010
Slc7a6	MGI:2142598	ENSMUSG00000031904
Slc7a6os	MGI:1916951	ENSMUSG00000033106
Slc7a7	MGI:1337120	ENSMUSG00000000958
Slc7a8	MGI:1355323	ENSMUSG00000022180
Slc7a9	MGI:1353656	ENSMUSG00000030492
Slc8a1	MGI:107956	ENSMUSG00000054640
Slc8a2	MGI:107996	ENSMUSG00000030376
Slc8a3	MGI:107976	ENSMUSG00000079055
Slc8b1	MGI:2180781	ENSMUSG00000032754
Slc9a1	MGI:102462	ENSMUSG00000028854
Slc9a3	MGI:105064	ENSMUSG00000036123
Slc9a3r1	MGI:1349482	ENSMUSG00000020733
Slc9a3r2	MGI:1890662	ENSMUSG00000002504
Slc9a5	MGI:2685542	ENSMUSG00000014786
Slc9a6	MGI:2443511	ENSMUSG00000060681
Slc9a7	MGI:2444530	ENSMUSG00000037341
Slc9a8	MGI:1924281	ENSMUSG00000039463
Slc9a9	MGI:2679732	ENSMUSG00000031129
Slc9b1	MGI:1921696	ENSMUSG00000050150
Slc9b2	MGI:2140077	ENSMUSG00000037994
Slco1a5	MGI:1351865	ENSMUSG00000063975
Slco1a6	MGI:1351906	ENSMUSG00000079262
Slco1b2	MGI:1351899	ENSMUSG00000030236
Slco1c1	MGI:1889679	ENSMUSG00000030235
Slco2a1	MGI:1346021	ENSMUSG00000032548
Slco2b1	MGI:1351872	ENSMUSG00000030737
Slco3a1	MGI:1351867	ENSMUSG00000025790
Slco4a1	MGI:1351866	ENSMUSG00000038963
Slco4c1	MGI:2442784	ENSMUSG00000040693
Slco5a1	MGI:2443431	ENSMUSG00000025938
Slco6c1	MGI:1921691	ENSMUSG00000026331
Slf1	MGI:2145448	ENSMUSG00000021597
Slf2	MGI:1924968	ENSMUSG00000036097
Slfn14	MGI:2684866	ENSMUSG00000082101
Slfn2	MGI:1313258	ENSMUSG00000072620
Slfn3	MGI:1329005	ENSMUSG00000018986
Slfn5	MGI:1329004	ENSMUSG00000054404
Slfn8	MGI:2672859	ENSMUSG00000035208
Slfn9	MGI:2445121	ENSMUSG00000069793
Slfnl1	MGI:3045330	ENSMUSG00000047518
Slirp	MGI:1916394	ENSMUSG00000021040
Slit1	MGI:1315203	ENSMUSG00000025020
Slit2	MGI:1315205	ENSMUSG00000031558
Slit3	MGI:1315202	ENSMUSG00000056427
Slitrk1	MGI:2679446	ENSMUSG00000075478
Slitrk2	MGI:2679449	ENSMUSG00000036790
Slitrk3	MGI:2679447	ENSMUSG00000048304
Slitrk4	MGI:2442509	ENSMUSG00000046699
Slitrk5	MGI:2679448	ENSMUSG00000033214
Slitrk6	MGI:2443198	ENSMUSG00000045871
Slk	MGI:103241	ENSMUSG00000025060
Slmap	MGI:1933549	ENSMUSG00000021870
Sln	MGI:1913652	ENSMUSG00000042045
Slpi	MGI:109297	ENSMUSG00000017002
Sltm	MGI:1913910	ENSMUSG00000032212
Slu7	MGI:2385598	ENSMUSG00000020409
Slx1b	MGI:1915220	ENSMUSG00000059772
Slx4	MGI:106299	ENSMUSG00000039738
Slx4ip	MGI:1921493	ENSMUSG00000027281
Smad1	MGI:109452	ENSMUSG00000031681
Smad2	MGI:108051	ENSMUSG00000024563
Smad3	MGI:1201674	ENSMUSG00000032402
Smad4	MGI:894293	ENSMUSG00000024515
Smad5	MGI:1328787	ENSMUSG00000021540
Smad6	MGI:1336883	ENSMUSG00000036867
Smad7	MGI:1100518	ENSMUSG00000025880
Smad9	MGI:1859993	ENSMUSG00000027796
Smagp	MGI:2448476	ENSMUSG00000053559
Smap1	MGI:2138261	ENSMUSG00000026155
Smap2	MGI:1917030	ENSMUSG00000032870
Smarca1	MGI:1935127	ENSMUSG00000031099
Smarca2	MGI:99603	ENSMUSG00000024921
Smarca4	MGI:88192	ENSMUSG00000032187
Smarca5	MGI:1935129	ENSMUSG00000031715
Smarcad1	MGI:95453	ENSMUSG00000029920
Smarcal1	MGI:1859183	ENSMUSG00000039354
Smarcb1	MGI:1328366	ENSMUSG00000000902
Smarcc1	MGI:1203524	ENSMUSG00000032481
Smarcc2	MGI:1915344	ENSMUSG00000025369
Smarcd1	MGI:1933623	ENSMUSG00000023018
Smarcd2	MGI:1933621	ENSMUSG00000078619
Smarcd3	MGI:1914243	ENSMUSG00000028949
Smarce1	MGI:1927347	ENSMUSG00000037935
Smc1a	MGI:1344345	ENSMUSG00000041133
Smc1b	MGI:2154049	ENSMUSG00000022432
Smc2	MGI:106067	ENSMUSG00000028312
Smc3	MGI:1339795	ENSMUSG00000024974
Smc4	MGI:1917349	ENSMUSG00000034349
Smc5	MGI:2385088	ENSMUSG00000024943
Smc6	MGI:1914491	ENSMUSG00000020608
Smchd1	MGI:1921605	ENSMUSG00000024054
Smco1	MGI:1916826	ENSMUSG00000046345
Smco3	MGI:2443451	ENSMUSG00000043298
Smco4	MGI:3039636	ENSMUSG00000058173
Smcp	MGI:96945	ENSMUSG00000074435
Smcr8	MGI:2444720	ENSMUSG00000049323
Smdt1	MGI:1916279	ENSMUSG00000022452
Smg1	MGI:1919742	ENSMUSG00000030655
Smg5	MGI:2447364	ENSMUSG00000001415
Smg6	MGI:2144117	ENSMUSG00000038290
Smg7	MGI:2682334	ENSMUSG00000042772
Smg8	MGI:1921383	ENSMUSG00000020495
Smg9	MGI:1919247	ENSMUSG00000002210
Smim1	MGI:1916109	ENSMUSG00000078350
Smim10l1	MGI:1914379	ENSMUSG00000072704
Smim10l2a	MGI:2443645	ENSMUSG00000054850
Smim11	MGI:1916186	ENSMUSG00000051989
Smim12	MGI:1933141	ENSMUSG00000042380
Smim13	MGI:2652854	ENSMUSG00000091264
Smim14	MGI:1915802	ENSMUSG00000037822
Smim15	MGI:1922866	ENSMUSG00000071180
Smim17	MGI:4365374	ENSMUSG00000093536
Smim18	MGI:1919882	ENSMUSG00000094500
Smim19	MGI:2142501	ENSMUSG00000031534
Smim20	MGI:1913528	ENSMUSG00000061461
Smim22	MGI:3643379	ENSMUSG00000096215
Smim24	MGI:1919523	ENSMUSG00000078439
Smim26	MGI:2685407	ENSMUSG00000074754
Smim3	MGI:1917088	ENSMUSG00000038059
Smim4	MGI:1913737	ENSMUSG00000058351
Smim5	MGI:1913778	ENSMUSG00000048442
Smim6	MGI:1915778	ENSMUSG00000075420
Smim7	MGI:1914068	ENSMUSG00000044600
Smim8	MGI:1913541	ENSMUSG00000028295
Smim9	MGI:3588243	ENSMUSG00000073094
Smlr1	MGI:1922856	ENSMUSG00000096546
Smn1	MGI:109257	ENSMUSG00000021645
Smndc1	MGI:1923729	ENSMUSG00000025024
Smo	MGI:108075	ENSMUSG00000001761
Smoc1	MGI:1929878	ENSMUSG00000021136
Smoc2	MGI:1929881	ENSMUSG00000023886
Smox	MGI:2445356	ENSMUSG00000027333
Smpd1	MGI:98325	ENSMUSG00000037049
Smpd2	MGI:1278330	ENSMUSG00000019822
Smpd3	MGI:1927578	ENSMUSG00000031906
Smpd4	MGI:1924876	ENSMUSG00000005899
Smpd5	MGI:3709877	ENSMUSG00000071724
Smpdl3a	MGI:1931437	ENSMUSG00000019872
Smpdl3b	MGI:1916022	ENSMUSG00000028885
Smpx	MGI:1913356	ENSMUSG00000041476
Sms	MGI:109490	ENSMUSG00000071708
Smtn	MGI:1354727	ENSMUSG00000020439
Smtnl1	MGI:1915928	ENSMUSG00000027077
Smtnl2	MGI:2442764	ENSMUSG00000045667
Smu1	MGI:1915546	ENSMUSG00000028409
Smug1	MGI:1918976	ENSMUSG00000036061
Smurf1	MGI:1923038	ENSMUSG00000038780
Smurf2	MGI:1913563	ENSMUSG00000018363
Smyd1	MGI:104790	ENSMUSG00000055027
Smyd2	MGI:1915889	ENSMUSG00000026603
Smyd3	MGI:1916976	ENSMUSG00000055067
Smyd4	MGI:2442796	ENSMUSG00000018809
Smyd5	MGI:108048	ENSMUSG00000033706
Snai1	MGI:98330	ENSMUSG00000042821
Snai2	MGI:1096393	ENSMUSG00000022676
Snai3	MGI:1353563	ENSMUSG00000006587
Snap23	MGI:109356	ENSMUSG00000027287
Snap25	MGI:98331	ENSMUSG00000027273
Snap29	MGI:1914724	ENSMUSG00000022765
Snap47	MGI:1915076	ENSMUSG00000009894
Snap91	MGI:109132	ENSMUSG00000033419
Snapc1	MGI:1922877	ENSMUSG00000021113
Snapc2	MGI:1914861	ENSMUSG00000011837
Snapc3	MGI:1916338	ENSMUSG00000028483
Snapc4	MGI:2443935	ENSMUSG00000036281
Snapc5	MGI:1914282	ENSMUSG00000032398
Snapin	MGI:1333745	ENSMUSG00000001018
Snca	MGI:1277151	ENSMUSG00000025889
Sncaip	MGI:1915097	ENSMUSG00000024534
Sncb	MGI:1889011	ENSMUSG00000034891
Sncg	MGI:1298397	ENSMUSG00000023064
Snd1	MGI:1929266	ENSMUSG00000001424
Sned1	MGI:3045960	ENSMUSG00000047793
Snf8	MGI:1343161	ENSMUSG00000006058
Snhg11	MGI:2441845	ENSMUSG00000044349
Snip1	MGI:2156003	ENSMUSG00000050213
Snn	MGI:1276549	ENSMUSG00000037972
Snph	MGI:2139270	ENSMUSG00000027457
Snrk	MGI:108104	ENSMUSG00000038145
Snrnp200	MGI:2444401	ENSMUSG00000003660
Snrnp25	MGI:1925622	ENSMUSG00000040767
Snrnp27	MGI:1913868	ENSMUSG00000001158
Snrnp35	MGI:1923417	ENSMUSG00000029402
Snrnp40	MGI:1913835	ENSMUSG00000074088
Snrnp48	MGI:1915047	ENSMUSG00000021431
Snrnp70	MGI:98341	ENSMUSG00000063511
Snrpa	MGI:1855690	ENSMUSG00000061479
Snrpa1	MGI:1916231	ENSMUSG00000030512
Snrpb	MGI:98342	ENSMUSG00000027404
Snrpb2	MGI:104805	ENSMUSG00000008333
Snrpc	MGI:109489	ENSMUSG00000024217
Snrpd1	MGI:98344	ENSMUSG00000002477
Snrpd2	MGI:98345	ENSMUSG00000040824
Snrpd3	MGI:1914582	ENSMUSG00000020180
Snrpe	MGI:98346	ENSMUSG00000090553
Snrpf	MGI:1917128	ENSMUSG00000020018
Snrpg	MGI:1915261	ENSMUSG00000057278
Snrpn	MGI:98347	ENSMUSG00000102252
Snta1	MGI:101772	ENSMUSG00000027488
Sntb1	MGI:101781	ENSMUSG00000060429
Sntb2	MGI:101771	ENSMUSG00000041308
Sntg1	MGI:1918346	ENSMUSG00000025909
Sntg2	MGI:1919541	ENSMUSG00000020672
Snu13	MGI:893586	ENSMUSG00000063480
Snupn	MGI:1913319	ENSMUSG00000055334
Snw1	MGI:1913604	ENSMUSG00000021039
Snx1	MGI:1928395	ENSMUSG00000032382
Snx10	MGI:1919232	ENSMUSG00000038301
Snx11	MGI:1921729	ENSMUSG00000020876
Snx12	MGI:1919331	ENSMUSG00000046032
Snx13	MGI:2661416	ENSMUSG00000020590
Snx14	MGI:2155664	ENSMUSG00000032422
Snx15	MGI:1916274	ENSMUSG00000024787
Snx16	MGI:1921968	ENSMUSG00000027534
Snx17	MGI:2387801	ENSMUSG00000029146
Snx18	MGI:2137642	ENSMUSG00000042364
Snx19	MGI:1921581	ENSMUSG00000031993
Snx2	MGI:1915054	ENSMUSG00000034484
Snx20	MGI:1918857	ENSMUSG00000031662
Snx21	MGI:1917729	ENSMUSG00000050373
Snx22	MGI:2685966	ENSMUSG00000039452
Snx24	MGI:1916476	ENSMUSG00000024535
Snx25	MGI:2142610	ENSMUSG00000038291
Snx27	MGI:1923992	ENSMUSG00000028136
Snx29	MGI:1921728	ENSMUSG00000071669
Snx3	MGI:1860188	ENSMUSG00000019804
Snx30	MGI:2443882	ENSMUSG00000028385
Snx31	MGI:1913946	ENSMUSG00000013611
Snx32	MGI:2444704	ENSMUSG00000056185
Snx33	MGI:2443239	ENSMUSG00000032733
Snx4	MGI:1916400	ENSMUSG00000022808
Snx5	MGI:1916428	ENSMUSG00000027423
Snx6	MGI:1919433	ENSMUSG00000005656
Snx7	MGI:1923811	ENSMUSG00000028007
Snx8	MGI:2443816	ENSMUSG00000029560
Snx9	MGI:1913866	ENSMUSG00000002365
Soat1	MGI:104665	ENSMUSG00000026600
Soat2	MGI:1332226	ENSMUSG00000023045
Sobp	MGI:1924427	ENSMUSG00000038248
Socs1	MGI:1354910	ENSMUSG00000038037
Socs2	MGI:1201787	ENSMUSG00000020027
Socs3	MGI:1201791	ENSMUSG00000053113
Socs4	MGI:1914546	ENSMUSG00000048379
Socs5	MGI:2385459	ENSMUSG00000037104
Socs6	MGI:1924885	ENSMUSG00000056153
Socs7	MGI:2651588	ENSMUSG00000038485
Sod1	MGI:98351	ENSMUSG00000022982
Sod2	MGI:98352	ENSMUSG00000006818
Sod3	MGI:103181	ENSMUSG00000072941
Soga1	MGI:2444575	ENSMUSG00000055485
Soga3	MGI:1914662	ENSMUSG00000038916
Sohlh2	MGI:1921684	ENSMUSG00000027794
Son	MGI:98353	ENSMUSG00000022961
Sorbs1	MGI:700014	ENSMUSG00000025006
Sorbs2	MGI:1924574	ENSMUSG00000031626
Sorbs3	MGI:700013	ENSMUSG00000022091
Sorcs1	MGI:1929666	ENSMUSG00000043531
Sorcs2	MGI:1932289	ENSMUSG00000029093
Sorcs3	MGI:1913923	ENSMUSG00000063434
Sord	MGI:98266	ENSMUSG00000027227
Sorl1	MGI:1202296	ENSMUSG00000049313
Sort1	MGI:1338015	ENSMUSG00000068747
Sos1	MGI:98354	ENSMUSG00000024241
Sos2	MGI:98355	ENSMUSG00000034801
Sost	MGI:1921749	ENSMUSG00000001494
Sostdc1	MGI:1913292	ENSMUSG00000036169
Sowaha	MGI:2687280	ENSMUSG00000044352
Sowahb	MGI:1925338	ENSMUSG00000045314
Sowahc	MGI:3606051	ENSMUSG00000098188
Sowahd	MGI:3045274	ENSMUSG00000044400
Sox1	MGI:98357	ENSMUSG00000096014
Sox10	MGI:98358	ENSMUSG00000033006
Sox11	MGI:98359	ENSMUSG00000063632
Sox12	MGI:98360	ENSMUSG00000051817
Sox13	MGI:98361	ENSMUSG00000070643
Sox14	MGI:98362	ENSMUSG00000053747
